height,img_name,object_type,width,xmax,xmin,ymax,ymin,Gun,Knife,Pliers,Scissors,Wrench,area
673,P04921.jpg,Pliers,491,453.567,341.267,472.582,379.781,0,0,1,0,0,10421.5523
887,P04923.jpg,Pliers,490,372.948,295.121,763.663,585.852,0,0,1,0,0,13838.496697000002
887,P04923.jpg,Wrench,490,405.947,260.254,863.36,716.3839999999999,0,0,0,0,1,21413.374368000015
540,P04924.jpg,Wrench,595,552.6619999999998,331.9,294.09,150.174,0,0,0,0,1,31771.18399199997
540,P04924.jpg,Wrench,595,551.15,391.626,307.856,142.039,0,0,0,0,1,26451.791108
936,P04931.jpg,Pliers,1288,757.743,592.447,749.451,702.813,0,0,1,0,0,7709.0748480000075
495,P04939.jpg,Pliers,323,250.356,173.197,316.043,197.885,0,0,1,0,0,9116.953122
644,P04940.jpg,Pliers,528,383.085,244.879,606.688,526.095,0,0,1,0,0,11138.436157999993
644,P04942.jpg,Pliers,527,383.699,247.094,605.196,526.095,0,0,1,0,0,10805.592105000002
979,P04952.jpg,Wrench,1071,468.137,315.72,814.51,636.4069999999998,0,0,0,0,1,27145.924951000023
659,P04956.jpg,Scissors,823,344.05,290.717,419.98800000000006,333.7,0,0,0,1,0,4601.997904000006
533,P04960.jpg,Pliers,405,315.457,142.033,365.009,267.426,0,0,1,0,0,16923.234192000004
533,P04960.jpg,Pliers,405,332.954,194.524,424.918,294.601,0,0,1,0,0,18039.782310000002
991,P04966.jpg,Pliers,413,309.619,144.314,826.79,724.59,0,0,1,0,0,16894.17099999999
991,P04966.jpg,Pliers,413,327.461,195.742,894.541,737.221,0,0,1,0,0,20722.03308000001
694,P04968.jpg,Pliers,543,414.667,277.365,517.886,431.84,0,0,1,0,0,11814.287891999997
694,P04968.jpg,Pliers,543,414.667,281.504,537.991,381.981,0,0,1,0,0,20774.759629999993
999,P04969.jpg,Pliers,543,405.008,280.125,850.829,758.221,0,0,1,0,0,11565.164863999991
999,P04969.jpg,Pliers,543,406.388,283.574,894.817,689.924,0,0,1,0,0,25163.728901999995
650,P04973.jpg,Pliers,905,376.029,254.136,475.261,403.708,0,0,1,0,0,8721.809829
650,P04973.jpg,Pliers,905,384.079,181.69,521.205,390.151,0,0,1,0,0,26523.88800600001
1035,P04975.jpg,Pliers,995,900.178,775.013,682.404,568.47,0,0,1,0,0,14260.549109999993
1035,P04975.jpg,Pliers,995,858.456,709.2689999999999,598.453,534.89,0,0,1,0,0,9482.773281000007
672,P04989.jpg,Pliers,417,235.788,120.808,510.035,354.2990000000001,0,0,1,0,0,17906.525279999994
937,P04998.jpg,Pliers,615,536.0740000000002,428.234,866.426,723.1080000000002,0,0,1,0,0,15455.413120000016
660,P05007.jpg,Pliers,397,229.524,69.109,483.337,370.915,0,0,1,0,0,18034.175129999996
568,P05011.jpg,Scissors,320,269.581,206.963,494.943,379.764,0,0,0,1,0,7212.278622000001
596,P05012.jpg,Scissors,319,266.712,207.127,496.552,381.219,0,0,0,1,0,6872.116805
499,P05024.jpg,Pliers,449,380.537,309.222,275.809,142.819,0,0,1,0,0,9484.181850000003
660,P05029.jpg,Pliers,661,564.4119999999998,510.658,478.749,305.91,0,0,1,0,0,9290.787605999963
613,P05030.jpg,Pliers,659,562.7040000000002,507.4380000000001,431.16,258.55400000000003,0,0,1,0,0,9539.243196000012
372,P05036.jpg,Wrench,313,164.255,31.022,142.248,61.64100000000001,0,0,0,0,1,10739.512430999996
660,P05038.jpg,Wrench,905,708.3610000000001,602.567,487.926,419.096,0,0,0,0,1,7281.801020000005
660,P05038.jpg,Wrench,905,755.508,592.217,455.805,346.4430000000001,0,0,0,0,1,17857.83034199999
660,P05038.jpg,Pliers,905,272.535,106.944,491.75,431.333,0,0,1,0,0,10004.511446999995
660,P05038.jpg,Pliers,905,818.755,656.6139999999998,439.745,342.619,0,0,1,0,0,15748.106766000015
696,P05047.jpg,Wrench,619,438.884,377.535,650.837,493.571,0,0,0,0,1,9648.111833999996
823,P05051.jpg,Pliers,496,421.001,269.743,699.9789999999998,547.395,0,0,1,0,0,23079.550671999972
656,P05052.jpg,Wrench,1023,965.806,913.811,462.925,380.07,0,0,0,0,1,4308.045725000002
656,P05052.jpg,Wrench,1023,956.706,911.211,426.4380000000001,339.782,0,0,0,0,1,3942.4147200000057
975,P05059.jpg,Scissors,957,904.712,849.9910000000001,791.9760000000001,718.54,0,0,0,1,0,4018.491356
907,P05063.jpg,Pliers,341,265.17400000000004,137.787,669.477,549.665,0,0,1,0,0,15262.491244000004
407,P05070.jpg,Pliers,480,353.139,222.008,207.98,132.994,0,0,1,0,0,9832.989166
494,P05074.jpg,Knife,311,183.36,103.535,368.067,294.225,0,1,0,0,0,5894.43765
498,P05077.jpg,Pliers,751,398.879,243.335,384.897,262.561,0,0,1,0,0,19028.630784000004
499,P05079.jpg,Pliers,752,397.499,248.437,386.2480000000001,259.619,0,0,1,0,0,18875.571998000014
680,P05082.jpg,Wrench,923,892.507,810.41,579.143,427.068,0,0,0,0,1,12484.901275
429,P05087.jpg,Pliers,517,201.676,54.525,201.327,88.484,0,0,1,0,0,16604.960293
429,P05087.jpg,Pliers,517,232.551,51.24,194.864,80.03399999999998,0,0,1,0,0,20819.942130000003
430,P05088.jpg,Pliers,517,231.238,51.897,195.319,80.22,0,0,1,0,0,20641.969759
430,P05088.jpg,Pliers,517,200.362,50.583,204.786,91.68,0,0,1,0,0,16940.903574
622,P05091.jpg,Pliers,671,258.339,185.015,538.394,410.102,0,0,1,0,0,9406.882608000004
622,P05091.jpg,Pliers,671,201.215,132.154,525.4209999999998,402.174,0,0,1,0,0,8511.56106699999
679,P05094.jpg,Wrench,516,449.779,333.07199999999995,375.299,333.599,0,0,0,0,1,4866.6819000000005
679,P05094.jpg,Wrench,516,455.68,337.006,512.987,337.533,0,0,0,0,1,20821.827996
660,P05095.jpg,Wrench,336,292.879,265.555,533.812,416.037,0,0,0,0,1,3218.0841000000023
660,P05095.jpg,Wrench,336,283.487,237.804,528.4590000000002,396.153,0,0,0,0,1,6044.13499800001
493,P05099.jpg,Scissors,361,207.334,131.189,329.619,249.642,0,0,0,1,0,6089.848665000003
429,P05106.jpg,Knife,384,203.466,101.489,192.876,156.09,0,1,0,0,0,3751.3259220000004
604,P05115.jpg,Pliers,321,248.398,130.52100000000002,475.921,272.955,0,0,1,0,0,23925.023181999997
604,P05115.jpg,Pliers,321,283.067,157.849,501.817,271.555,0,0,1,0,0,28832.947116000003
618,P05119.jpg,Pliers,571,366.398,308.355,463.321,309.358,0,0,1,0,0,8936.474409000002
660,P05123.jpg,Pliers,633,382.052,327.358,453.511,299.027,0,0,1,0,0,8449.347896000005
707,P05129.jpg,Wrench,709,624.316,542.335,672.592,537.418,0,0,0,0,1,11081.699693999997
615,P05131.jpg,Wrench,1036,387.019,125.057,454.658,301.443,0,0,0,0,1,40136.50783000001
661,P05143.jpg,Pliers,319,198.615,136.19299999999998,435.816,270.374,0,0,1,0,0,10327.220524
661,P05143.jpg,Pliers,319,146.732,86.742,514.707,365.35,0,0,1,0,0,8959.926429999998
901,P05152.jpg,Pliers,1483,305.268,190.321,702.6339999999999,669.225,0,0,1,0,0,3840.2643229999853
901,P05152.jpg,Wrench,1483,307.152,173.362,780.936,702.6339999999999,0,0,0,0,1,10476.024580000018
646,P05154.jpg,Pliers,605,145.292,49.199,449.131,323.374,0,0,1,0,0,12084.367400999996
596,P05156.jpg,Pliers,1036,489.698,362.008,470.30800000000005,343.235,0,0,1,0,0,16225.951370000004
596,P05156.jpg,Pliers,1036,480.483,426.511,356.357,255.527,0,0,1,0,0,5441.99676
381,P05170.jpg,Pliers,294,168.854,85.921,175.269,29.138,0,0,1,0,0,12119.082223000001
381,P05170.jpg,Pliers,294,110.95,52.673,169.088,50.771,0,0,1,0,0,6895.159809
398,P05179.jpg,Pliers,489,81.396,37.281,279.937,153.112,0,0,1,0,0,5594.884875000001
398,P05179.jpg,Pliers,489,191.996,92.581,326.056,163.72,0,0,1,0,0,16138.63344
818,P05183.jpg,Pliers,458,398.05800000000005,238.02,392.413,290.992,0,0,1,0,0,16231.213998000003
818,P05183.jpg,Pliers,458,265.372,182.734,524.165,402.839,0,0,1,0,0,10026.137987999999
610,P05185.jpg,Pliers,419,170.90099999999995,47.38399999999999,412.793,344.2290000000001,0,0,1,0,0,8468.819587999986
610,P05185.jpg,Pliers,419,180.484,75.069,428.343,351.298,0,0,1,0,0,8121.698675000002
609,P05187.jpg,Pliers,419,171.433,43.657,412.822,346.48800000000006,0,0,1,0,0,8475.893183999993
609,P05187.jpg,Pliers,419,179.952,72.407,428.346,352.1330000000001,0,0,1,0,0,8196.32708499999
572,P05188.jpg,Pliers,684,245.962,187.731,193.539,90.141,0,0,1,0,0,6020.968937999998
373,P05191.jpg,Scissors,350,264.168,207.243,324.592,248.523,0,0,0,1,0,4330.227825
601,P05214.jpg,Pliers,861,794.2639999999999,654.229,231.207,153.906,0,0,1,0,0,10824.845534999988
601,P05214.jpg,Pliers,861,799.7339999999998,683.7669999999998,339.151,229.815,0,0,1,0,0,12679.367912
601,P05214.jpg,Pliers,861,743.939,604.997,304.33,227.725,0,0,1,0,0,10643.651909999999
672,P05221.jpg,Pliers,498,175.28099999999995,72.77,596.4680000000002,376.881,0,0,1,0,0,22510.082957000013
641,P05225.jpg,Pliers,475,418.869,281.861,448.626,337.212,0,0,1,0,0,15264.609312000002
641,P05225.jpg,Wrench,475,390.502,289.708,398.861,317.9,0,0,0,0,1,8160.3830339999995
583,P05229.jpg,Scissors,378,297.789,219.019,360.0680000000001,285.758,0,0,0,1,0,5853.398700000008
583,P05230.jpg,Scissors,378,300.191,219.019,360.0680000000001,287.1090000000001,0,0,0,1,0,5922.227947999998
485,P05240.jpg,Pliers,369,234.903,86.741,443.413,259.079,0,0,1,0,0,27311.294107999995
677,P05245.jpg,Wrench,750,658.513,490.788,416.555,380.469,0,0,0,0,1,6052.524350000003
674,P05251.jpg,Pliers,514,364.437,229.896,326.457,258.51,0,0,1,0,0,9141.657327000003
480,P05259.jpg,Scissors,408,264.915,219.294,313.14,236.941,0,0,0,1,0,3476.274579
348,P05262.jpg,Scissors,396,195.233,160.01,274.61,204.848,0,0,0,1,0,2457.2269260000007
408,P05272.jpg,Pliers,460,118.069,29.225,279.879,131.903,0,0,1,0,0,13146.779744000001
407,P05273.jpg,Pliers,461,125.355,31.632,279.665,130.165,0,0,1,0,0,14011.588500000002
222,P05284.jpg,Scissors,195,194.752,77.058,214.797,48.619,0,0,0,1,0,19558.153532
422,P05285.jpg,Wrench,443,124.963,72.051,308.065,205.377,0,0,0,0,1,5433.4274559999985
486,P05286.jpg,Wrench,356,258.745,100.874,402.654,318.181,0,0,0,0,1,13335.836983000003
492,P05291.jpg,Wrench,447,182.889,32.943000000000005,420.167,284.482,0,0,0,0,1,20345.42300999999
707,P05300.jpg,Scissors,599,427.7480000000001,312.058,557.08,498.914,0,0,0,1,0,6729.224540000013
451,P05311.jpg,Scissors,683,354.952,296.806,389.334,288.473,0,0,0,1,0,5864.663706000001
451,P05312.jpg,Scissors,683,357.555,295.07,389.856,288.995,0,0,0,1,0,6302.299585000001
414,P05313.jpg,Pliers,464,434.521,244.676,323.333,226.429,0,0,1,0,0,18396.73988000001
414,P05313.jpg,Pliers,464,429.215,320.732,299.826,243.699,0,0,1,0,0,6088.825340999998
381,P05317.jpg,Scissors,299,181.604,55.089,304.623,87.414,0,0,0,1,0,27480.196635000004
728,P05325.jpg,Scissors,1434,1078.689,1007.626,267.411,231.138,0,0,0,1,0,2577.6681990000034
643,P05330.jpg,Pliers,508,258.841,142.653,345.715,204.151,0,0,1,0,0,16448.038031999997
642,P05331.jpg,Pliers,508,256.259,142.653,342.946,205.321,0,0,1,0,0,15635.025750000006
570,P05346.jpg,Scissors,465,206.207,157.757,384.403,321.657,0,0,0,1,0,3040.043700000001
590,P05355.jpg,Pliers,530,226.277,178.463,423.87,281.6690000000001,0,0,1,0,0,6799.198613999994
590,P05355.jpg,Wrench,530,348.17,192.605,471.727,252.271,0,0,0,0,1,34139.672640000004
488,P05357.jpg,Pliers,457,337.959,153.882,323.448,212.616,0,0,1,0,0,20401.622063999992
661,P05368.jpg,Pliers,384,203.466,123.446,454.198,320.926,0,0,1,0,0,10664.42544
661,P05368.jpg,Pliers,384,232.254,86.851,491.729,222.886,0,0,1,0,0,39090.57872899999
474,P05372.jpg,Scissors,535,412.637,367.77,238.922,174.66,0,0,0,1,0,2883.243154000001
386,P05382.jpg,Pliers,447,139.72299999999998,36.351,262.10400000000004,189.645,0,0,1,0,0,7490.231748000002
459,P05395.jpg,Scissors,641,183.259,109.141,259.019,224.979,0,0,0,1,0,2522.9767199999987
459,P05395.jpg,Scissors,641,127.06,54.57100000000001,238.276,204.236,0,0,0,1,0,2467.525560000001
373,P05404.jpg,Pliers,444,271.365,223.975,208.759,105.892,0,0,1,0,0,4874.867130000001
488,P05406.jpg,Pliers,835,784.072,596.2769999999998,369.251,278.211,0,0,1,0,0,17096.85680000001
378,P05409.jpg,Pliers,486,344.584,225.4,261.052,174.327,0,0,1,0,0,10336.232400000003
570,P05411.jpg,Wrench,616,466.501,301.347,464.983,330.904,0,0,0,0,1,22143.683166000003
536,P05412.jpg,Wrench,612,462.694,297.057,432.278,296.881,0,0,0,0,1,22426.752889000007
601,P05416.jpg,Pliers,389,307.938,129.996,275.081,218.672,0,0,1,0,0,10037.530278000002
601,P05416.jpg,Pliers,389,334.135,171.02200000000005,417.148,266.028,0,0,1,0,0,24649.63655999999
270,P05420.jpg,Pliers,308,264.559,162.023,108.876,78.528,0,0,1,0,0,3111.7625280000007
258,P05422.jpg,Wrench,290,208.196,79.962,172.498,73.543,0,0,0,0,1,12689.395469999996
502,P05427.jpg,Scissors,416,231.522,190.821,246.056,172.18099999999995,0,0,0,1,0,3006.786375000002
613,P05432.jpg,Wrench,790,538.043,390.483,393.513,219.487,0,0,0,0,1,25679.27656
450,P05434.jpg,Pliers,551,84.715,3.5010000000000003,241.947,150.174,0,0,1,0,0,7453.252422
507,P05445.jpg,Scissors,561,435.541,322.914,307.842,196.808,0,0,0,1,0,12505.426318
584,P05451.jpg,Scissors,572,397.565,287.817,276.097,185.418,0,0,0,1,0,9951.838891999996
584,P05451.jpg,Scissors,572,375.034,297.266,249.706,183.388,0,0,0,1,0,5157.418223999997
584,P05451.jpg,Scissors,572,417.189,316.889,303.166,209.103,0,0,0,1,0,9434.5189
598,P05455.jpg,Pliers,553,489.057,437.06,522.47,366.561,0,0,1,0,0,8106.800273000004
598,P05455.jpg,Pliers,553,470.788,423.006,488.517,369.333,0,0,1,0,0,5694.849888000003
571,P05477.jpg,Pliers,474,440.874,330.656,398.311,234.222,0,0,1,0,0,18085.561402
568,P05478.jpg,Pliers,473,441.747,329.958,393.585,229.701,0,0,1,0,0,18320.428475999997
703,P05485.jpg,Wrench,653,638.065,419.015,462.693,246.009,0,0,0,0,1,47464.630200000014
533,P05493.jpg,Wrench,508,310.48,274.978,417.506,297.072,0,0,0,0,1,4275.647868
579,P05502.jpg,Scissors,843,228.156,84.62100000000002,388.46,315.33,0,0,0,1,0,10496.714549999997
614,P05512.jpg,Pliers,629,576.25,394.024,505.856,355.736,0,0,1,0,0,27355.76712
552,P05515.jpg,Pliers,773,733.712,630.5790000000002,383.138,278.878,0,0,1,0,0,10752.646579999979
615,P05520.jpg,Wrench,981,833.9119999999998,608.295,518.082,452.52,0,0,0,0,1,14791.901753999993
466,P05525.jpg,Scissors,677,306.241,234.842,416.862,379.604,0,0,0,1,0,2660.1839420000015
535,P05528.jpg,Wrench,1199,1034.461,840.9760000000001,386.837,306.866,0,0,0,0,1,15473.188934999993
615,P05544.jpg,Scissors,638,242.391,107.009,288.615,240.156,0,0,0,1,0,6560.476338
567,P05545.jpg,Scissors,636,238.399,116.371,235.867,194.475,0,0,0,1,0,5050.982975999999
567,P05546.jpg,Scissors,636,239.207,111.522,237.838,193.818,0,0,0,1,0,5620.693699999997
513,P05547.jpg,Wrench,484,242.307,158.053,346.557,307.324,0,0,0,0,1,3305.537182
513,P05547.jpg,Wrench,484,273.057,188.803,345.36800000000005,307.9190000000001,0,0,0,0,1,3155.228045999997
517,P05548.jpg,Pliers,651,549.255,478.944,345.665,227.648,0,0,1,0,0,8297.893286999999
620,P05564.jpg,Pliers,836,231.573,120.036,410.939,264.38,0,0,1,0,0,16346.751183000004
620,P05564.jpg,Pliers,836,314.4290000000001,127.471,232.769,128.59799999999998,0,0,1,0,0,19475.601818000014
707,P05573.jpg,Pliers,428,161.52,100.61,603.776,475.156,0,0,1,0,0,7834.244199999998
437,P05576.jpg,Scissors,614,469.667,401.011,312.432,236.476,0,0,0,1,0,5214.835135999997
618,P05577.jpg,Knife,1126,805.512,741.128,335.8540000000001,237.747,0,1,0,0,0,6316.521087999996
977,P05587.jpg,Pliers,1488,1066.368,945.362,568.313,520.765,0,0,1,0,0,5753.593287999999
503,P05599.jpg,Pliers,438,352.292,189.781,317.071,224.397,0,0,1,0,0,15060.544414000002
627,P05605.jpg,Wrench,490,438.323,367.344,462.076,315.316,0,0,0,0,1,10416.878040000001
502,P05609.jpg,Wrench,481,342.8730000000001,234.694,426.38,357.159,0,0,0,0,1,7488.258559000008
586,P05612.jpg,Pliers,330,125.794,85.12100000000002,463.096,280.438,0,0,1,0,0,7429.248833999995
914,P05613.jpg,Pliers,330,125.794,87.21700000000001,796.44,600.508,0,0,1,0,0,7558.4687639999975
731,P05621.jpg,Pliers,900,821.0930000000002,696.442,498.91,431.146,0,0,1,0,0,8446.850364000013
731,P05621.jpg,Pliers,900,457.43300000000005,407.116,442.158,391.335,0,0,1,0,0,2557.260891000005
507,P05628.jpg,Wrench,664,304.579,238.77,305.492,96.348,0,0,0,0,1,13763.557496
530,P05630.jpg,Pliers,386,314.391,265.344,432.966,289.873,0,0,1,0,0,7018.282371000005
691,P05633.jpg,Pliers,507,365.272,217.746,604.525,521.253,0,0,1,0,0,12284.78507199999
691,P05634.jpg,Pliers,507,366.56,215.169,606.927,516.448,0,0,1,0,0,13697.706289000005
512,P05638.jpg,Pliers,505,179.028,132.827,392.751,239.092,0,0,1,0,0,7099.199458999998
512,P05638.jpg,Wrench,505,198.278,166.83599999999996,414.702,281.214,0,0,0,0,1,4197.1296960000045
512,P05638.jpg,Wrench,505,177.745,115.502,449.112,372.579,0,0,0,0,1,4763.643519000002
326,P05645.jpg,Pliers,501,479.992,437.977,233.829,103.882,0,0,1,0,0,5459.723205000006
326,P05645.jpg,Pliers,501,457.075,410.604,259.516,126.169,0,0,1,0,0,6196.768437000002
339,P05648.jpg,Scissors,152,75.903,47.12600000000001,199.158,127.665,0,0,0,1,0,2057.354060999999
338,P05650.jpg,Scissors,151,75.02,47.008,195.829,127.68,0,0,0,1,0,1908.9897879999996
339,P05651.jpg,Scissors,151,74.061,47.008,196.015,128.058,0,0,0,1,0,1838.4407210000002
322,P05653.jpg,Pliers,423,206.394,138.671,223.497,114.174,0,0,1,0,0,7403.681529000002
435,P05654.jpg,Knife,511,387.633,361.661,250.012,172.387,0,1,0,0,0,2016.0764999999985
656,P05671.jpg,Wrench,1389,829.5169999999998,566.543,513.094,426.4380000000001,0,0,0,0,1,22788.27494399997
567,P05675.jpg,Pliers,425,311.595,139.86700000000002,210.9,145.19899999999996,0,0,1,0,0,11282.701328000008
401,P05678.jpg,Pliers,224,157.68200000000004,42.694,176.57,139.39700000000002,0,0,1,0,0,4274.448923999998
401,P05679.jpg,Pliers,224,158.252,42.978,177.49900000000005,139.39700000000002,0,0,1,0,0,4392.169948000003
699,P05689.jpg,Pliers,1335,1306.163,1245.095,476.26,370.964,0,0,1,0,0,6430.216127999998
327,P05691.jpg,Knife,494,198.981,80.346,240.987,218.632,0,1,0,0,0,2652.0854249999984
650,P05704.jpg,Pliers,673,534.466,456.648,250.811,125.029,0,0,1,0,0,9788.103675999999
1015,P05711.jpg,Pliers,763,632.117,558.435,904.444,766.837,0,0,1,0,0,10139.158974
664,P05719.jpg,Pliers,1103,810.081,748.414,530.123,374.702,0,0,1,0,0,9584.346807000007
546,P05725.jpg,Wrench,482,248.656,142.701,270.153,234.09,0,0,0,0,1,3821.055165000002
546,P05725.jpg,Wrench,482,312.963,230.282,218.273,186.64,0,0,0,0,1,2615.4480730000014
611,P05730.jpg,Pliers,479,315.884,225.806,425.505,282.49,0,0,1,0,0,12882.505169999999
611,P05730.jpg,Pliers,479,257.455,129.032,405.681,261.25,0,0,1,0,0,18548.262312999996
504,P05742.jpg,Pliers,491,307.577,182.175,259.3,185.131,0,0,1,0,0,9300.940938
504,P05742.jpg,Pliers,491,260.785,130.393,317.117,224.844,0,0,1,0,0,12031.661016000005
504,P05742.jpg,Pliers,491,232.71,90.464,365.59,252.292,0,0,1,0,0,16116.187307999997
504,P05742.jpg,Pliers,491,173.44099999999997,51.159,397.126,295.509,0,0,1,0,0,12425.929993999993
653,P05744.jpg,Pliers,667,285.615,159.334,344.282,186.896,0,0,1,0,0,19874.861466000002
925,P05748.jpg,Pliers,408,314.165,82.948,661.327,473.754,0,0,1,0,0,43370.066341000005
593,P05749.jpg,Pliers,448,318.211,196.391,453.511,388.92,0,0,1,0,0,7868.475620000002
373,P05764.jpg,Scissors,386,300.168,219.731,345.338,298.2270000000001,0,0,0,1,0,3789.4675069999953
965,P05775.jpg,Scissors,398,129.97,49.055,896.79,715.643,0,0,0,1,0,14657.509504999993
965,P05775.jpg,Scissors,398,174.97799999999995,119.855,845.3530000000002,760.3710000000002,0,0,0,1,0,4684.462785999994
965,P05775.jpg,Scissors,398,178.518,65.238,888.9630000000002,729.061,0,0,0,1,0,18113.69856000002
965,P05775.jpg,Scissors,398,139.578,85.46600000000002,853.181,781.6160000000001,0,0,0,1,0,3872.5252799999953
355,P05779.jpg,Pliers,484,85.484,25.215,221.30900000000003,102.428,0,0,1,0,0,7164.838989000001
288,P05781.jpg,Scissors,422,305.105,254.701,100.116,73.085,0,0,0,1,0,1362.470524000001
707,P05788.jpg,Pliers,795,658.628,530.337,511.203,361.283,0,0,1,0,0,19233.386720000002
707,P05788.jpg,Pliers,795,633.374,519.225,503.83,379.306,0,0,1,0,0,14214.290076
567,P05791.jpg,Scissors,621,565.765,528.679,390.921,321.278,0,0,0,1,0,2582.7802979999997
333,P05804.jpg,Knife,401,341.385,282.789,266.632,197.176,0,1,0,0,0,4069.843776000001
891,P05808.jpg,Pliers,445,206.95,32.795,879.643,726.841,0,0,1,0,0,26611.23231
360,P05811.jpg,Wrench,383,290.535,173.25,249.455,144.751,0,0,0,0,1,12280.208640000004
499,P05815.jpg,Pliers,655,162.29399999999995,89.88600000000002,404.751,272.918,0,0,1,0,0,9545.763863999988
827,P05816.jpg,Pliers,655,161.461,92.382,733.0880000000002,598.928,0,0,1,0,0,9267.638640000014
453,P05826.jpg,Pliers,380,338.958,163.202,264.031,167.972,0,0,1,0,0,16882.945604000004
589,P05835.jpg,Pliers,337,160.578,122.039,502.322,379.472,0,0,1,0,0,4734.516150000001
470,P05846.jpg,Wrench,592,484.432,422.75,357.81,172.097,0,0,0,0,1,11455.149266000002
319,P05849.jpg,Scissors,369,216.149,174.419,114.958,39.921,0,0,0,1,0,3131.2940099999996
1035,P05858.jpg,Pliers,1500,789.072,714.74,557.677,436.547,0,0,1,0,0,9003.835159999999
1035,P05858.jpg,Wrench,1500,1332.274,1284.625,737.572,611.645,0,0,0,0,1,6000.295622999987
1035,P05858.jpg,Wrench,1500,1250.318,1187.421,774.7510000000002,593.656,0,0,0,0,1,11390.332215000004
1035,P05858.jpg,Wrench,1500,1301.779,1204.5739999999996,772.352,558.876,0,0,0,0,1,20750.93458000008
611,P05860.jpg,Pliers,506,461.637,384.483,348.334,223.727,0,0,1,0,0,9613.928478
611,P05860.jpg,Pliers,506,384.483,219.245,332.05,245.674,0,0,1,0,0,14272.597488000001
557,P05865.jpg,Wrench,679,217.418,135.455,455.023,227.189,0,0,0,0,1,18673.958142
648,P05870.jpg,Pliers,837,395.634,320.123,364.922,261.302,0,0,1,0,0,7824.449820000003
648,P05870.jpg,Pliers,837,490.288,347.775,397.961,301.849,0,0,1,0,0,13697.209456000006
384,P05880.jpg,Pliers,584,422.973,313.149,258.076,168.195,0,0,1,0,0,9871.090944000005
384,P05880.jpg,Pliers,584,432.62,315.375,276.32,179.31900000000005,0,0,1,0,0,11372.882244999995
635,P05899.jpg,Pliers,1097,479.502,422.352,337.735,185.423,0,0,1,0,0,8704.630800000006
1031,P05909.jpg,Wrench,1500,392.63,304.956,658.263,526.849,0,0,0,0,1,11521.591035999996
650,P05911.jpg,Pliers,1139,263.403,108.545,535.516,488.065,0,0,1,0,0,7348.166957999994
650,P05911.jpg,Wrench,1139,228.668,183.803,495.597,399.942,0,0,0,0,1,4291.561575
423,P05930.jpg,Pliers,438,356.745,198.13,241.154,168.612,0,0,1,0,0,11506.24933
813,P05950.jpg,Pliers,487,362.001,254.948,497.409,323.127,0,0,1,0,0,18657.410945999993
813,P05950.jpg,Pliers,487,354.576,285.269,498.351,379.651,0,0,1,0,0,8226.7409
813,P05950.jpg,Pliers,487,387.372,330.44199999999995,499.293,361.752,0,0,1,0,0,7830.209130000008
845,P05954.jpg,Pliers,791,733.71,591.994,680.5039999999998,550.278,0,0,1,0,0,18455.107815999967
845,P05955.jpg,Pliers,790,732.783,588.234,684.421,550.278,0,0,1,0,0,19390.236507
450,P05975.jpg,Pliers,393,209.733,151.80700000000004,143.395,104.287,0,0,1,0,0,2265.3700079999985
705,P05980.jpg,Scissors,365,323.259,181.804,621.674,528.5459999999998,0,0,0,1,0,13173.421240000023
640,P05990.jpg,Pliers,411,282.53,167.638,410.104,275.133,0,0,1,0,0,15507.088131999995
863,P05992.jpg,Pliers,411,281.485,180.172,646.0,489.0,0,0,1,0,0,15906.141000000003
572,P06008.jpg,Pliers,510,448.437,337.624,375.147,279.703,0,0,1,0,0,10576.435972000001
661,P06010.jpg,Scissors,1355,254.816,213.49400000000003,348.499,287.225,0,0,0,1,0,2531.9642279999985
611,P06011.jpg,Pliers,834,559.5319999999998,403.753,327.802,237.178,0,0,1,0,0,14117.316095999988
611,P06011.jpg,Pliers,834,582.846,413.291,313.642,241.426,0,0,1,0,0,12244.583880000002
1025,P06015.jpg,Pliers,1489,416.239,261.095,812.3989999999999,715.0060000000002,0,0,1,0,0,15109.939591999946
371,P06029.jpg,Pliers,286,251.84,145.726,197.752,74.372,0,0,1,0,0,13092.345320000002
321,P06031.jpg,Pliers,361,243.572,92.199,126.838,40.543,0,0,1,0,0,13062.733034999997
439,P06036.jpg,Pliers,653,623.13,569.197,381.518,224.841,0,0,1,0,0,8450.060640999996
439,P06036.jpg,Wrench,653,591.6,563.389,169.903,80.882,0,0,0,0,1,2511.371431000001
529,P06038.jpg,Wrench,653,404.91,180.05200000000005,277.066,236.61,0,0,0,0,1,9096.85524799999
490,P06039.jpg,Pliers,677,222.799,160.003,253.801,112.422,0,0,1,0,0,8878.035684000002
490,P06039.jpg,Pliers,677,312.263,164.304,252.097,115.261,0,0,1,0,0,20246.117724
490,P06040.jpg,Pliers,678,223.128,157.654,252.665,111.854,0,0,1,0,0,9219.459413999997
490,P06040.jpg,Pliers,678,313.586,167.13099999999997,253.233,115.829,0,0,1,0,0,20123.502820000005
689,P06043.jpg,Pliers,699,454.75,323.2990000000001,206.78,78.241,0,0,1,0,0,16896.58008899999
451,P06044.jpg,Pliers,160,114.663,49.199,447.864,243.53,0,0,1,0,0,13376.520975999998
665,P06049.jpg,Pliers,506,477.71,430.775,460.8,337.509,0,0,1,0,0,5786.663085
665,P06049.jpg,Pliers,506,449.421,347.19199999999995,477.752,305.915,0,0,1,0,0,17566.724673000004
